	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717
RPS13P5	2	6	30	14	0	9
RPS14	48109	85458	37315	73055	21686	57326
RPS14P4	0	17	0	6	1	0
RPS14P8	108	227	0	5	2	2
RPS15	15408	20669	11007	13455	5723	13072
RPS15A	11147	21193	10845	16324	5388	13152
RPS15AP1	1	4	2	1	5	1
RPS15AP10	33	50	49	23	0	33
RPS15AP12	0	3	0	8	1	1
RPS15AP16	0	9	17	11	0	2
RPS15AP24	4	8	3	8	0	11
RPS15AP29	2	1	0	4	0	3
RPS15AP6	4	11	44	7	0	22
RPS15P4	3	4	6	1	1	4
RPS15P5	2	4	1	2	1	2
RPS15P9	5	3	1	2	0	0
RPS16	10141	16547	6524	12443	5480	10641
RPS16P5	50	13	0	4	0	15
RPS17	721	1839	755	1247	208	770
RPS18	52955	79334	39086	61041	22710	48632
RPS18P1	3	4	12	1	0	3
RPS18P12	10	15	8	11	6	12
RPS18P13	4	13	6	8	5	6
RPS18P9	41	209	65	126	31	119
RPS19	64602	98433	53122	69189	37163	56471
RPS19BP1	893	437	693	197	274	515
RPS19P1	21	21	19	10	33	8
RPS19P3	18	68	37	40	11	27
RPS19P7	2	2	1	3	1	1
RPS2	6497	7465	4845	4691	4094	3898
RPS20	18732	26187	12950	19078	6987	13471
RPS20P13	5	3	5	7	1	1
RPS20P14	4	6	0	1	0	0
RPS20P15	13	2	3	10	0	3
RPS20P2	3	3	3	1	3	2
RPS20P22	32	112	65	78	32	83
RPS20P33	33	56	54	29	76	36
RPS21	5694	9818	4174	7102	2009	4903
RPS21P4	3	3	0	2	1	5
RPS23	17898	28079	12815	21089	8239	15755
RPS23P1	0	9	4	5	0	6
RPS23P2	12	1	6	0	0	2
RPS23P6	0	8	0	8	0	5
RPS23P8	16	68	23	10	0	12
RPS24	3984	6987	2882	3857	2095	3277
RPS24P12	23	7	0	6	0	7
RPS24P6	4	2	2	3	1	2
RPS25	22232	36152	20260	28102	9186	22373
RPS26	22533	38965	12756	18143	8511	15512
RPS26P15	2	8	6	4	0	7
RPS26P19	24	0	16	16	0	30
RPS26P2	2	9	3	4	4	4
RPS26P20	9	1	5	3	3	6
RPS26P21	19	21	22	27	0	33
RPS26P28	5	5	1	2	0	1
RPS26P3	0	4	1	0	0	8
RPS26P31	0	10	7	0	0	2
RPS26P38	5	4	0	4	1	0
RPS26P39	5	6	1	1	0	1
RPS26P40	5	2	2	0	1	0
RPS26P43	20	19	34	2	0	7
RPS26P47	0	6	0	0	0	5
RPS26P52	9	4	0	0	1	0
RPS26P55	2	4	1	2	1	2
RPS26P56	2	3	1	5	0	0
RPS26P6	0	18	0	55	13	8
RPS27	33365	62292	26629	45162	15876	40282
RPS27A	45340	71884	33807	51594	18749	44008
RPS27AP1	7	9	7	7	2	7
RPS27AP11	6	12	7	17	1	4
RPS27AP12	1	38	75	36	108	21
RPS27AP15	5	1	3	2	1	0
RPS27AP16	6	5	13	10	4	10
RPS27AP17	0	7	0	3	4	4
RPS27AP2	3	1	2	0	3	2
RPS27AP3	9	11	18	6	1	6
RPS27AP5	8	15	9	11	6	2
RPS27AP7	0	34	75	21	1	19
RPS27AP8	1	9	65	3	0	2
RPS27AP9	3	2	2	1	2	0
RPS27L	1301	2939	961	1787	1120	1500
RPS27P14	3	3	1	4	1	5
RPS27P15	13	7	2	6	0	4
RPS27P20	1	3	4	3	2	1
RPS27P21	10	12	4	23	9	12
RPS27P23	5	8	2	3	2	5
RPS27P25	1	10	4	6	0	3
RPS27P29	1	7	3	2	4	9
RPS28	5894	10570	4024	7511	2564	5621
RPS28P7	3985	6273	2628	4456	1706	3803
RPS29	14863	25434	9022	17758	4436	13954
RPS29P14	13	12	4	3	0	9
RPS29P16	1	14	3	4	1	8
RPS29P17	4	3	4	1	0	2
RPS29P20	0	6	0	3	0	6
RPS29P21	0	1	14	0	0	0
RPS29P3	3	6	3	9	0	2
RPS29P9	1	3	4	0	12	2
RPS2P24	8	0	2	3	0	0
RPS2P28	1	2	1	1	2	3
RPS2P32	5	84	0	28	1	77
RPS2P36	0	0	0	5	0	38
RPS2P44	0	28	0	24	0	20
RPS2P45	30	244	286	129	20	109
RPS2P5	347	338	0	0	197	234
RPS3	39293	54705	29715	47277	16863	38100
RPS3A	61949	77262	44287	59995	27886	50729
RPS3AP10	6	9	2	6	1	1
RPS3AP11	15	8	9	11	1	12
RPS3AP12	10	21	10	13	6	37
RPS3AP13	3	17	8	14	1	9
RPS3AP14	1	1	11	4	4	23
RPS3AP16	2	0	3	5	1	2
RPS3AP18	6	4	1	8	0	8
RPS3AP19	2	12	4	13	3	19
RPS3AP20	6	68	58	57	3	101
RPS3AP21	11	13	0	11	5	8
RPS3AP22	2	2	3	4	1	2
RPS3AP25	3	18	4	5	5	2
RPS3AP26	16	9	14	34	11	13
RPS3AP27	7	10	1	16	0	22
RPS3AP28	3	3	1	4	3	8
RPS3AP29	2	27	0	18	0	4
RPS3AP30	0	17	0	8	0	9
RPS3AP33	0	0	13	0	0	0
RPS3AP34	0	91	0	74	21	95
RPS3AP36	6	14	4	8	3	10
RPS3AP37	4	2	1	5	1	3
RPS3AP38	1	7	40	14	1	4
RPS3AP39	3	5	1	4	1	11
RPS3AP4	4	7	2	7	3	1
RPS3AP40	0	2	0	10	0	0
RPS3AP43	1	0	2	3	1	7
RPS3AP44	3	2	6	6	0	5
RPS3AP47	29	19	22	12	19	23
RPS3AP48	6	3	6	4	7	2
RPS3AP49	12	2	7	7	7	8
RPS3AP5	19	30	14	29	13	16
RPS3AP54	8	1	2	1	0	3
RPS3AP6	29	38	0	39	0	3
RPS3AP7	9	7	5	7	4	3
RPS3AP8	1	3	3	1	1	1
RPS3AP9	4	1	2	1	3	1
RPS3P2	0	0	0	5	0	13
RPS3P6	7	6	6	8	1	9
RPS3P7	7	6	2	8	1	10
RPS4X	32251	39761	15162	20836	13358	25107
RPS4XP1	2	6	0	1	2	4
RPS4XP13	5	2	4	5	1	0
RPS4XP14	0	27	2	10	0	6
RPS4XP15	1	4	2	2	0	3
RPS4XP16	127	28	12	34	3	30
RPS4XP17	2	4	1	3	0	8
RPS4XP19	8	3	2	3	4	4
RPS4XP2	8	8	9	3	5	4
RPS4XP22	540	677	2	3	1	2
RPS4XP3	2	6	0	0	0	2
RPS4XP5	4	17	13	10	7	22
RPS4XP6	0	5	4	3	2	6
RPS4XP7	3	3	0	3	2	9
RPS4XP8	5	1	0	2	1	2
RPS4Y1	15	30	5689	7654	9	14
RPS5	10668	15773	7423	12472	8938	11909
RPS5P2	0	26	0	7	0	7
RPS5P3	0	3	3	5	1	1
RPS6	64651	81364	46917	66734	31622	53428
RPS6KA1	2486	3320	1673	1715	1941	2612
RPS6KA2	1004	699	623	567	1193	902
RPS6KA3	7422	9914	5005	7273	5585	5796
RPS6KA4	169	56	23	27	1	29
RPS6KA5	1269	2149	1170	1435	2262	1589
RPS6KA6	33	93	36	70	51	60
RPS6KB1	927	2045	842	1140	1160	1625
RPS6KB2	1073	904	1126	558	613	808
RPS6KC1	364	506	192	288	0	456
RPS6KL1	15	60	43	47	40	69
RPS6P12	0	11	0	2	0	2
RPS6P16	3	0	1	1	1	12
RPS6P20	126	294	220	219	78	193
RPS6P21	29	6	5	5	4	9
RPS6P22	5	3	1	4	0	5
RPS6P25	160	113	59	77	4	109
RPS7	2801	4725	2619	3354	1031	2459
RPS7P1	0	6	2	2	6	0
RPS7P15	0	6	0	7	0	5
RPS7P3	11	10	23	7	45	17
RPS8	15623	17794	11708	14253	6434	10431
RPS8P10	1	4	3	2	4	1
RPS9	10858	17388	7932	11538	5176	12324
RPS9P1	1	14	5	43	0	4
RPSA	13320	17885	8649	13025	5977	10742
RPSAP12	6	2	2	5	0	2
RPSAP13	0	11	0	2	0	4
RPSAP14	1	6	0	1	0	2
RPSAP16	0	43	0	18	0	13
RPSAP18	3	24	39	25	0	14
RPSAP19	0	8	8	4	0	12
RPSAP21	2	26	1	28	1	24
RPSAP29	0	3	1	2	3	2
RPSAP3	11	1	0	0	0	2
RPSAP31	1	2	2	4	0	3
RPSAP36	40	145	126	112	196	160
RPSAP41	0	27	0	14	0	6
RPSAP47	4	1	3	3	2	0
RPSAP48	48	111	51	62	49	60
RPSAP52	0	3	4	2	0	1
RPSAP53	212	193	117	164	6	0
RPSAP54	4	0	3	2	1	2
RPSAP57	0	11	0	0	0	1
RPSAP58	47	0	29	27	490	291
RPSAP6	1	23	2	0	1	10
RPSAP9	20	45	0	2	0	38
RPTOR	26	234	150	98	22	119
RPUSD1	67	77	33	35	148	58
RPUSD2	12	103	2	76	3	165
RPUSD3	574	663	257	337	111	660
RPUSD4	3089	2012	1193	1355	57	1126
RRAD	0	26	1	8	0	59
RRAGA	408	492	63	225	1	238
RRAGB	24	601	247	378	1	398
RRAGC	355	930	248	521	918	507
RRAGD	1	46	5	66	0	51
RRAS	107	21	0	22	17	20
RRAS2	350	225	58	141	65	69
RRBP1	18	742	234	254	17	236
RREB1	278	1327	1077	1051	349	1196
RRM1	992	2144	612	1098	703	1165
RRM2	76	410	92	115	62	109
RRM2B	1165	666	118	398	3	746
RRM2P2	0	9	0	0	0	6
RRN3	1261	2483	742	1542	33	2231
RRN3P1	440	1371	492	750	75	540
RRN3P3	456	301	277	189	432	322
RRNAD1	456	477	167	279	35	279
RRP1	45	386	211	131	57	217
RRP12	987	1498	1202	1081	904	1029
RRP15	1227	1662	1552	1168	545	1093
RRP1B	685	494	272	383	542	437
RRP36	112	516	124	370	15	248
RRP7A	1274	1776	774	935	1100	825
RRP7BP	34	724	489	339	226	543
RRP8	424	1313	641	1087	1367	1070
RRP9	498	225	250	83	40	217
RRS1	0	73	31	28	0	68
RSAD1	211	285	7	145	0	133
RSAD2	557	621	205	336	512	231
RSBN1	1885	2129	1385	1072	2131	1777
RSBN1L	1126	2020	625	1174	971	1334
RSC1A1	0	0	114	0	0	0
RSF1	2764	5187	2621	2452	453	3009
RSKR	734	658	526	470	530	332
RSL1D1	11957	13239	5368	8381	2730	8199
RSL24D1	3245	6315	3682	3935	1154	3948
RSPH1	0	42	1	5	0	11
RSPH10B	49	125	81	67	60	71
RSPH14	2	4	8	2	0	3
RSPH3	1151	1196	950	861	778	717
RSPH4A	0	17	49	6	0	1
RSPH9	109	102	3	40	235	38
RSPO2	0	0	0	0	17	0
RSPRY1	2382	3061	1069	1392	1747	1744
RSRC1	1017	1592	749	1054	631	1268
RSRC2	1738	6021	2809	2894	1866	4197
RSRP1	3192	13350	4845	6496	3978	8366
RSU1	3503	5406	2400	3356	1258	3465
RSU1P1	0	1	2	0	10	31
RSU1P2	0	11	5	7	1	8
RSU1P3	91	1	0	0	0	2
RTBDN	19	52	16	29	21	30
RTCA	411	1489	649	810	945	910
RTCB	5136	6823	1946	4360	1973	4754
RTEL1	37	49	0	26	2	45
RTF1	1355	1478	1008	804	614	1158
RTF2	4914	5933	3161	3228	14	4074
RTKN	3	30	87	80	0	27
RTKN2	2550	3676	1116	1201	619	2072
RTL10	1345	2491	1169	1340	2903	2546
RTL6	1007	359	259	296	5	255
RTL8A	279	343	174	155	13	162
RTL8B	0	3	31	14	0	5
RTL8C	1109	338	820	139	815	441
RTN2	432	108	35	134	396	87
RTN3	1660	1448	1150	824	14	1161
RTN4	2365	3198	1244	1558	493	1599
RTN4IP1	149	407	353	259	0	201
RTP4	367	418	390	235	559	202
RTRAF	2415	5559	2747	2982	1885	2916
RTTN	156	1047	198	522	180	902
RUBCN	4350	10345	4646	4609	1440	6236
RUBCNL	55	266	5	25	0	101
RUFY1	1336	1271	1023	465	65	596
RUFY2	1331	721	572	524	366	487
RUFY3	198	756	154	343	267	383
RUNDC1	1086	871	154	460	216	663
RUNDC3A	80	120	70	75	33	72
RUNDC3B	3	45	0	49	12	42
RUNX1	65	174	109	140	88	88
RUNX1T1	0	4	0	2	2	2
RUNX2	2148	3708	3120	5260	1681	4872
RUNX3	5926	9181	2889	3745	1284	5271
RUSC1	129	299	155	162	117	206
RUSC2	1	6	0	18	0	12
RUVBL1	1293	1009	367	719	931	731
RUVBL2	1187	1352	883	735	1134	760
RWDD1	2256	2813	1040	1321	1518	1259
RWDD2A	24	71	306	101	32	102
RWDD2B	927	2448	774	1339	46	1103
RWDD3	365	1009	377	719	0	611
RWDD4	128	289	52	183	2	257
RXRA	80	157	135	101	3	122
RXRB	723	925	497	515	292	540
RXYLT1	573	606	197	433	438	265
RYBP	1579	1048	333	553	302	623
RYK	596	581	81	332	5	336
RYR1	0	24	34	33	0	4
RYR3	30	93	22	57	27	54
S100A1	0	17	0	0	0	0
S100A10	3289	1375	1856	972	905	1610
S100A11	9069	9101	3673	4738	2678	4407
S100A12	0	0	16	0	0	0
S100A13	831	742	210	165	237	233
S100A14	0	0	67	0	0	0
S100A16	0	1	279	0	0	1
S100A4	7706	14801	3997	7011	3225	8193
S100A5	0	3	0	4	0	3
S100A6	1460	3040	1041	1833	889	1661
S100A7	0	0	1682	13	1	2
S100A7A	0	0	87	0	0	0
S100A8	89	24	2939	28	142	1
S100A9	1	17	1149	1	166	1
S100B	1213	1566	826	385	11	594
S100P	0	1	172	4	0	0
S100PBP	1553	2695	1688	1884	342	1836
S100Z	0	86	48	93	0	34
S1PR1	285	313	153	532	9	541
S1PR3	86	202	184	142	69	101
S1PR4	97	61	102	70	0	95
S1PR5	2	5	1	6	7	3
SAA2	67	124	78	89	109	94
SAAL1	105	341	365	271	0	377
SACM1L	3630	6025	2107	4181	662	4536
SACS	535	431	305	238	280	268
SAE1	4649	3421	1836	1594	2141	2043
SAFB	1070	795	510	344	497	500
SAFB2	966	2333	835	902	291	1061
SAG	251	583	396	402	372	372
SALL2	37	92	27	63	0	78
SALL4	33	93	52	40	75	53
SAMD1	546	318	152	163	377	157
SAMD10	143	596	171	195	0	219
SAMD11	58	71	0	4	0	7
SAMD11P1	0	5	0	2	0	28
SAMD12	1309	2223	1962	1550	1579	1873
SAMD13	0	42	5	41	0	35
SAMD14	0	9	1	3	0	8
SAMD15	10	80	15	27	5	42
SAMD3	166	910	321	952	67	579
SAMD4A	265	368	46	302	28	265
SAMD4B	990	1519	692	953	1165	845
SAMD5	63	135	80	105	34	78
SAMD7	7	12	8	4	1	5
SAMD8	379	1937	801	965	132	1033
SAMD9	1363	2666	662	1714	1247	1947
SAMD9L	1288	2672	1292	1687	971	1831
SAMHD1	4178	5167	2717	2987	2181	3701
SAMM50	2511	2610	755	1482	63	1436
SAMSN1	2110	4046	1796	2112	2252	2210
SAP130	31	375	164	264	487	331
SAP18	5163	9450	4216	4759	3511	5221
SAP25	1	102	102	43	3	46
SAP30	0	22	6	26	0	26
SAP30BP	2480	4230	1520	2584	939	2833
SAP30L	83	331	36	206	1	129
SAPCD1	0	16	0	12	0	0
SAR1A	10224	6713	7385	6999	1938	3913
SAR1B	4352	4539	2014	2435	3034	3280
SARAF	11308	5784	5148	3364	6506	8312
SARDH	101	42	161	41	15	40
SARM1	362	715	297	397	30	468
SARNP	2611	4011	1602	2146	1197	1989
SARS1	5039	7073	2758	4032	2941	4976
SARS2	46	349	49	161	15	299
SART1	160	503	46	209	38	215
SART3	1886	3703	1506	2149	625	2462
SASH1	18	84	41	39	29	29
SASH3	5166	5305	1786	2155	4366	4177
SASS6	196	365	23	220	464	240
SAT1	1754	6317	4656	4696	1516	5842
SAT2	838	2153	725	1157	1293	1166
SATB1	2658	8813	4859	5342	2176	6481
SATB2	32	63	44	33	18	32
SATL1	217	442	306	309	218	335
SAV1	156	186	195	116	11	161
SAXO1	0	20	6	5	0	8
SAXO2	3	38	21	18	0	17
SAYSD1	468	269	111	173	0	231
SBDS	516	3948	1488	1994	797	2774
SBDSP1	455	1121	652	526	18	839
SBF1	27	262	264	84	72	120
SBF2	292	924	438	838	347	732
SBK1	0	39	40	50	6	19
SBNO1	9618	12312	5277	5586	1933	8322
SBNO2	19	204	74	61	42	84
SBSPON	27	80	63	71	210	61
SC5D	1151	727	329	452	1289	472
SCAF1	28	133	36	68	1	104
SCAF11	9108	11853	6321	7045	2833	8691
SCAF4	103	417	168	248	10	217
SCAF8	431	1238	501	867	3	1007
SCAI	763	886	553	730	213	573
SCAMP1	975	1256	446	778	2	897
SCAMP2	4647	4962	1599	2934	2959	3446
SCAMP3	3749	3748	1937	1828	934	2167
SCAMP4	671	1245	539	597	196	657
SCAMP5	3	10	35	32	0	22
SCAND1	1	76	80	39	293	69
SCAND2P	227	1624	909	1196	1585	890
SCAP	974	425	360	172	436	235
SCAPER	1802	3482	1363	2518	1954	2323
SCARA5	0	17	0	2	0	0
SCARB1	64	143	128	77	45	83
SCARB2	166	489	318	335	253	418
SCARF1	71	921	220	278	201	413
SCART1	32	333	201	350	42	256
SCCPDH	125	651	370	247	1	388
SCD	6	4	148	59	2	27
SCD5	229	451	352	379	138	327
SCEL	0	0	98	0	0	0
SCFD1	1959	3066	1774	1551	203	1658
SCFD2	284	627	65	626	3	592
SCG3	5	13	14	11	0	13
SCG5	0	15	0	20	0	13
SCGB2B2	9	8	6	12	0	6
SCGB3A2	4	15	4	12	0	16
SCHIP1	38	137	41	193	34	97
SCIMP	475	639	375	411	249	372
SCIN	174	262	323	207	133	215
SCLT1	944	1599	696	867	360	1047
SCLY	269	802	446	405	393	636
SCMH1	449	1355	332	612	2	639
SCML1	575	1643	834	1044	292	1067
SCML2	125	145	6	75	15	81
SCML4	11022	11401	9551	7103	3184	6937
SCN11A	24	96	66	73	42	47
SCN1A	25	43	29	34	20	34
SCN1B	740	995	856	614	743	1083
SCN2A	19	80	29	34	26	44
SCN2B	21	39	22	33	17	29
SCN3B	217	220	130	119	55	205
SCN7A	13	28	7	16	12	19
SCN8A	0	7	2	33	0	22
SCN9A	24	241	143	127	174	131
SCNM1	1493	3602	1252	2126	1088	2239
SCNN1A	124	188	156	206	106	194
SCNN1D	0	2	22	2	0	0
SCNN1G	5	10	7	12	1	5
SCO1	453	1096	496	803	161	729
SCO2	348	231	145	108	1	109
SCOC	1517	2292	811	1264	2	1538
SCP2	6650	6921	2154	4033	1361	3986
SCPEP1	967	1484	678	869	2014	1274
SCRG1	129	272	135	169	118	180
SCRIB	1	28	0	6	0	12
SCRN1	1120	1881	801	1156	600	1274
SCRN2	240	866	845	591	552	464
SCRN3	100	438	99	282	659	252
SCT	0	9	0	3	19	4
SCTR	1	8	4	6	4	7
SCUBE1	29	88	52	54	30	57
SCUBE2	6	12	4	7	12	8
SCUBE3	140	217	267	157	59	158
SCX	1	9	2	4	0	7
SCYGR4	6	40	20	26	4	14
SCYL1	660	573	136	186	809	388
SCYL2	1057	1534	814	1134	1370	1125
SCYL2P1	0	30	1	27	8	36
SCYL3	2767	5194	1902	2642	1875	4841
SDAD1	2015	3922	1736	2302	265	2177
SDAD1P1	31	306	63	176	36	202
SDC1	0	1	173	11	279	0
SDC3	8	19	8	3	18	5
SDC4	3797	3540	1139	1522	576	1729
SDCBP	2281	3540	2060	2657	796	2738
SDCBP2	6	13	47	9	0	12
SDCBPP1	0	7	2	4	1	3
SDCCAG8	977	3350	1510	2016	1469	2308
SDE2	1266	1283	910	920	714	1016
SDF2	2671	2090	754	1289	13	1439
SDF2L1	100	67	62	18	128	37
SDF4	402	314	181	113	230	145
SDHA	2255	3326	3613	2216	283	2588
SDHAF1	10	66	106	15	0	40
SDHAF2	2959	3391	1462	2188	1367	1930
SDHAF3	825	957	649	778	1231	596
SDHAF4	338	597	200	269	62	319
SDHAP1	243	1125	1750	791	793	1619
SDHAP2	55	614	598	457	819	1094
SDHAP3	25	58	71	35	45	109
SDHB	1841	1839	720	1129	2658	1096
SDHC	3675	5313	2127	3573	1750	3201
SDHCP2	0	6	0	3	0	6
SDHD	5120	6655	3447	5099	2171	4798
SDHDP6	0	50	0	0	109	7
SDK1	0	0	6	15	1	8
SDK2	255	1005	1021	1147	1188	1377
SDR16C5	171	0	43	0	0	0
SDR39U1	732	2213	634	1176	921	1131
SDR42E1	1260	571	543	358	33	490
SDR42E2	0	0	0	23	0	0
SDS	20	28	30	28	20	36
SDSL	9	135	24	53	8	31
SEC11A	3694	6181	3087	4198	1571	3751
SEC11C	629	1484	994	773	1234	881
SEC13	1762	3989	923	2412	1582	2160
SEC14L1	1723	4116	1909	2261	533	2135
SEC14L1P1	10	82	24	99	0	106
SEC14L2	27	33	31	40	386	41
SEC14L3	12	19	12	13	22	15
SEC14L4	110	198	122	130	78	163
SEC14L5	43	52	47	51	51	39
SEC14L6	367	443	125	240	98	338
SEC16A	981	1274	464	495	13	899
SEC16B	0	0	31	5	0	2
SEC1P	31	57	44	46	16	46
SEC22A	165	1102	581	811	190	606
SEC22B	10429	12939	6222	7674	1390	8004
SEC22B3P	3	102	60	87	41	40
SEC22B4P	126	576	188	407	321	456
SEC22C	754	1956	608	1216	35	1350
SEC23A	1375	2778	1458	1730	836	2023
SEC23B	2335	3277	1643	2027	1542	2125
SEC23IP	1666	2191	1904	1309	809	1744
SEC24A	608	692	247	351	2	485
SEC24B	98	656	194	478	58	607
SEC24C	2369	4450	3326	2914	316	3202
SEC24D	742	660	205	257	938	380
SEC31A	5443	6554	3022	4263	1687	5518
SEC31B	16	278	277	179	6	200
SEC61A1	2402	2375	1359	1499	1743	1575
SEC61A2	1	629	201	291	1	341
SEC61B	2866	4005	1845	2338	478	1793
SEC61G	1355	2636	959	1338	436	1093
SEC62	6728	7385	2916	3626	1658	4458
SEC63	1271	3221	1099	1899	2204	1916
SEC63P1	0	12	0	0	1	2
SECISBP2	426	1018	602	592	791	964
SECISBP2L	574	1760	694	1014	749	1082
SECTM1	0	48	6	4	0	8
SEH1L	848	1302	1222	885	1143	1099
SEL1L	2163	3620	2466	1858	165	2414
SEL1L3	1862	2514	1164	1352	327	1467
SELENBP1	7	17	15	7	4	8
SELENOF	5554	8080	2592	4909	1510	4998
SELENOH	2613	3076	1379	1540	1634	1941
SELENOI	271	432	255	281	37	301
SELENOK	1993	5072	2551	2524	834	2673
SELENOKP2	0	6	0	0	1	7
SELENOM	443	340	477	271	323	344
SELENON	726	517	234	442	60	486
SELENOO	0	166	131	62	22	48
SELENOP	8	10	3	17	4	12
SELENOS	3021	5377	1970	1961	2026	2423
SELENOT	11611	13851	4908	7557	3681	8803
SELENOW	3661	6930	2875	3564	2158	3246
SELL	8866	37222	10557	29572	2372	20004
SELP	0	56	0	23	0	0
SELPLG	6889	6640	2680	3082	2626	4984
SEM1	2866	4969	1835	2578	1740	2508
SEMA3A	456	771	45	258	659	462
SEMA3B	4	21	16	16	13	18
SEMA3C	23	38	29	30	18	23
SEMA3D	7	27	22	17	28	22
SEMA3E	0	5	1	0	0	6
SEMA4A	2	4	0	19	0	7
SEMA4B	343	127	121	84	19	121
SEMA4C	122	416	177	202	141	250
SEMA4D	963	2632	1115	1451	1013	2198
SEMA4F	568	360	406	241	51	271
SEMA4G	0	27	0	2	0	12
SEMA5A	164	70	46	32	42	48
SEMA5B	47	122	102	90	152	60
SEMA6A	1	117	91	53	0	72
SEMA6B	388	967	576	735	590	744
SEMA6C	1	87	3	16	1	33
SENP1	455	852	557	420	788	546
SENP2	838	2263	1584	1570	726	1647
SENP3	0	80	0	30	0	51
SENP3-EIF4A1	40	115	8	77	0	34
SENP5	4357	7092	5168	3798	2488	3745
SENP6	1116	2121	1188	1224	1559	1179
SENP7	2969	2887	1910	1884	1325	2799
SENP8	93	570	251	253	60	218
SEPHS1	1064	1080	306	532	1	614
SEPHS1P1	0	0	25	4	0	0
SEPHS2	427	650	386	332	1068	368
SEPSECS	96	391	332	322	151	326
SEPTIN1	379	818	746	289	2293	426
SEPTIN11	4632	5056	1696	2358	196	2982
SEPTIN12	5	7	0	0	5	4
SEPTIN14	22	105	36	54	47	72
SEPTIN14P19	57	16	0	5	7	0
SEPTIN14P2	0	7	0	0	3	0
SEPTIN14P21	0	1	17	0	1	1
SEPTIN2	17389	19506	8906	10661	2114	12720
SEPTIN4	17	47	14	17	10	17
SEPTIN6	6786	18081	7280	8000	4450	10311
SEPTIN7	15855	21155	7039	10593	5095	13787
SEPTIN7P2	417	728	416	460	286	551
SEPTIN7P6	4	3	0	2	0	5
SEPTIN7P9	66	11	7	0	0	12
SEPTIN8	0	61	0	19	2	6
SEPTIN9	2684	2520	1183	1233	200	1404
SERAC1	486	584	548	239	78	288
SERBP1	5383	5572	2434	2646	1692	3144
SERBP1P3	0	12	0	0	1	0
SERBP1P5	15	7	0	0	0	4
SERF1A	147	431	234	213	45	216
SERF1B	487	1291	839	812	259	641
SERF2	20689	31739	12273	17334	9582	15699
SERGEF	933	634	577	322	1047	453
SERHL	0	7	7	3	18	22
SERHL2	77	138	113	88	73	116
SERINC1	9574	7419	2803	4614	1050	6726
SERINC2	0	2	4	3	2	19
SERINC3	10974	9229	4806	5761	3040	6747
SERINC5	442	355	526	380	61	346
SERP1	1402	2565	574	1336	266	1337
SERP2	132	179	68	76	1	87
SERPINA1	5009	14745	2573	4518	1150	2976
SERPINA10	43	149	67	88	37	90
SERPINA11	640	761	774	569	2	366
SERPINA5	0	0	0	10	0	0
SERPINA9	1	65	24	32	0	25
SERPINB1	4310	6199	3578	2799	662	2894
SERPINB10	20	34	21	13	28	23
SERPINB11	1	8	2	6	1	5
SERPINB13	0	0	19	1	0	0
SERPINB5	3	22	18	7	5	3
SERPINB6	2337	3136	958	1884	1045	1914
SERPINB8	598	586	1	370	23	381
SERPINB9	1474	3150	1103	1307	1686	2272
SERPIND1	0	138	189	250	0	277
SERPINE1	132	314	134	98	38	711
SERPINE2	21	156	146	66	47	68
SERPINE3	1	4	0	0	0	12
SERPINF1	113	233	173	150	76	135
SERPING1	0	22	0	31	0	28
SERPINH1	521	349	187	198	101	201
SERPINI1	849	1110	540	476	0	1043
SERPINI2	0	12	0	2	0	11
SERTAD1	1736	1566	1070	1317	1016	2260
SERTAD2	1752	1976	1226	1250	261	1122
SERTAD3	573	974	521	667	1	601
SESN1	800	1115	752	1085	468	944
SESN2	0	138	2	84	0	130
SESN3	346	286	115	188	1	140
SESTD1	276	507	401	195	185	267
SET	27364	29373	15874	18516	11473	28079
SETBP1	0	7	0	0	0	3
SETD1A	0	103	32	78	2	85
SETD1B	496	582	178	290	372	383
SETD2	1424	2861	1738	1773	281	2313
SETD3	522	674	460	452	931	660
SETD4	633	1618	907	962	394	761
SETD5	374	2064	952	1080	103	1435
SETD6	48	713	786	359	940	262
SETD7	599	604	278	586	166	442
SETD9	143	279	188	228	0	188
SETDB1	383	1829	822	1183	257	1192
SETDB2	661	923	510	530	471	813
SETMAR	78	306	353	282	74	197
SETP16	0	5	0	7	0	14
SETP17	0	5	0	2	0	5
SETP20	0	3	0	0	0	8
SETP5	0	20	0	1	0	2
SETP9	0	2	0	3	0	6
SETX	3243	6858	3772	3781	749	5068
SEZ6	48	188	44	162	0	145
SF1	1320	2386	2628	1238	315	1917
SF3A1	2394	1624	1270	887	101	1900
SF3A2	19	85	80	42	2	53
SF3A3	3590	4303	2907	3038	782	3242
SF3A3P2	0	149	0	48	0	141
SF3B1	5865	11425	5032	7267	3267	9434
SF3B2	5535	16343	6333	8864	3931	10423
SF3B3	4378	7430	5042	5241	2664	6720
SF3B4	5388	4572	2249	2376	1272	2708
SF3B5	2931	5623	2339	3513	2094	3233
SF3B6	2875	3129	1096	1684	1424	1604
SFI1	550	1779	1969	1138	523	1236
SFMBT1	33	728	450	449	22	538
SFMBT2	511	794	173	512	269	859
SFPQ	1765	6346	2881	3398	2127	3280
SFR1	1543	901	526	773	1055	798
SFSWAP	747	703	357	338	53	507
SFT2D1	945	1431	361	762	1116	912
SFT2D2	2360	3215	2428	2197	742	2354
SFTA3	2	8	1	3	0	1
SFTPB	89	157	57	107	62	99
SFXN1	1205	1975	1196	1166	503	1435
